Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
164,Eric\'a0Campbell\\campber01,27,NYM,NL,85,211,190,16,50,9,0,3,16,3,0,17,55,.263,.322,.358,.680,96,68,5,1,0,3,0,753/9D64\
165,Leonel\'a0Campos\\campole01,26,SDP,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
166,Robinson\'a0Cano*\\canoro01,31,SEA,AL,157,665,595,77,187,37,2,14,82,10,3,61,68,.314,.382,.454,.836,142,270,19,6,0,3,20,*4/D\
167,Carter\'a0Capps\\cappsca01,23,MIA,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
168,Chris\'a0Capuano*\\capuach01,35,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
169,Buddy\'a0Carlyle*\\carlybu01,36,NYM,NL,27,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,480,1,0,0,0,0,0,1\
170,Mike\'a0Carp*\\carpmi01,28,TOT,AL,59,149,126,11,22,5,1,0,13,0,1,16,31,.175,.289,.230,.519,48,29,6,5,0,2,0,37/5D19\
171,David\'a0Carpenter\\carpeda01,28,ATL,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
172,Matt\'a0Carpenter*\\carpema01,28,STL,NL,158,709,595,99,162,33,2,8,59,5,3,95,111,.272,.375,.375,.750,112,223,3,8,2,9,2,*5/9D\
173,Carlos\'a0Carrasco\\carraca01,27,CLE,AL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
174,Ezequiel\'a0Carrera*\\carreez01,27,DET,AL,45,73,69,12,18,4,1,0,2,7,1,3,14,.261,.301,.348,.649,83,24,2,1,0,0,1,8/D7\
175,Chris\'a0Carter\\cartech02,27,HOU,AL,145,572,507,68,115,21,1,37,88,5,2,56,182,.227,.308,.491,.799,123,249,12,5,0,4,6,*D3/7\
176,Curt\'a0Casali\\casalcu01,25,TBR,AL,30,84,72,10,12,3,0,0,3,0,0,8,23,.167,.268,.208,.477,40,15,2,2,2,0,0,2/D\
177,Andrew\'a0Cashner\\cashnan01,27,SDP,NL,23,42,35,3,6,1,1,0,2,0,0,1,14,.171,.194,.257,.452,30,9,0,0,6,0,0,1/7\
178,Alexi\'a0Casilla#\\casilal01,29,BAL,AL,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/45\
179,Santiago\'a0Casilla\\garcija01,33,SFG,NL,52,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
180,Nicholas\'a0Castellanos\\casteni01,22,DET,AL,148,579,533,50,138,31,4,11,66,2,2,36,140,.259,.306,.394,.700,96,210,7,3,0,7,3,*5\
181,Rusney\'a0Castillo\\castiru02,26,BOS,AL,10,40,36,6,12,1,0,2,6,3,0,3,6,.333,.400,.528,.928,157,19,0,1,0,0,0,8\
182,Welington\'a0Castillo\\castiwe01,27,CHC,NL,110,417,380,28,90,19,0,13,46,0,0,26,102,.237,.296,.389,.686,89,148,7,7,2,2,0,2\
183,Jason\'a0Castro*\\castrja01,27,HOU,AL,126,512,465,43,103,21,2,14,56,1,0,34,151,.222,.286,.366,.651,84,170,11,9,1,3,1,*2D\
184,Starlin\'a0Castro\\castrst01,24,CHC,NL,134,569,528,58,154,33,1,14,65,4,4,35,100,.292,.339,.438,.777,115,231,18,4,0,2,4,*6\
185,Garin\'a0Cecchini*\\cecchga01,23,BOS,AL,11,36,31,6,8,3,0,1,4,0,0,3,11,.258,.361,.452,.813,126,14,0,2,0,0,0,/5D\
186,Brett\'a0Cecil\\cecilbr01,27,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
187,Ronny\'a0Cedeno\\cedenro02,31,PHI,NL,7,9,9,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/65\
188,Xavier\'a0Cedeno*\\cedenxa01,27,WSN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
189,Juan\'a0Centeno*\\centeju01,24,NYM,NL,10,33,30,1,6,0,0,0,2,0,0,3,5,.200,.273,.200,.473,39,6,2,0,0,0,0,/2\
190,Francisco\'a0Cervelli\\cervefr01,28,NYY,AL,49,162,146,18,44,11,1,2,13,1,0,11,41,.301,.370,.432,.802,127,63,5,5,0,0,0,2/3D\
191,Yoenis\'a0Cespedes\\cespeyo01,28,TOT,AL,152,645,600,89,156,36,6,22,100,7,2,35,128,.260,.301,.450,.751,110,270,13,3,0,7,3,*7D/8\
192,Jhoulys\'a0Chacin\\chacijh01,26,COL,NL,10,17,15,2,5,1,0,0,0,0,0,1,4,.333,.375,.400,.775,105,6,0,0,1,0,0,1\
193,Andrew\'a0Chafin\\chafian01,24,ARI,NL,1,2,2,0,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,180,1,0,0,0,0,0,/1\
194,Joba\'a0Chamberlain\\chambjo03,28,DET,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
195,Aroldis\'a0Chapman*\\chapmar01,26,CIN,NL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
196,Kevin\'a0Chapman*\\chapmke02,26,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
197,Tyler\'a0Chatwood\\chatwty01,24,COL,NL,4,10,10,0,1,0,0,0,0,0,0,0,5,.100,.100,.100,.200,-47,1,0,0,0,0,0,/1\
198,Endy\'a0Chavez*\\chaveen01,36,SEA,AL,80,258,232,22,64,12,2,2,23,5,2,15,30,.276,.317,.371,.688,99,86,2,0,9,2,0,9D7/8\
199,Eric\'a0Chavez*\\chaveer01,36,ARI,NL,44,81,69,6,17,3,1,3,8,2,0,11,19,.246,.346,.449,.795,120,31,2,0,0,1,0,5/D\
200,Jesse\'a0Chavez\\chaveje01,30,OAK,AL,2,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
201,Wei-Yin\'a0Chen\\chenwe02,28,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
202,Robinson\'a0Chirinos\\chiriro01,30,TEX,AL,93,338,306,36,73,15,0,13,40,0,1,17,71,.239,.290,.415,.705,95,127,4,7,4,4,1,2\
203,Lonnie\'a0Chisenhall*\\chiselo01,25,CLE,AL,142,533,478,62,134,29,1,13,59,3,1,39,99,.280,.343,.427,.770,115,204,8,8,4,3,3,*5D3\
204,Randy\'a0Choate*\\choatra01,38,STL,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
205,Michael\'a0Choice\\choicmi01,24,TEX,AL,86,280,253,20,46,6,1,9,36,1,0,21,69,.182,.250,.320,.570,58,81,11,3,0,3,0,79D/8\
206,Shin-Soo\'a0Choo*\\choosh01,31,TEX,AL,123,529,455,58,110,19,1,13,40,3,4,58,131,.242,.340,.374,.714,100,170,9,12,0,4,3,7D9\
207,Nick\'a0Christiani\\chrisni01,26,CIN,NL,10,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
208,Tony\'a0Cingrani*\\cingrto01,24,CIN,NL,13,22,21,0,3,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-19,3,0,0,1,0,0,1\
209,Pedro\'a0Ciriaco\\ciriape01,28,KCR,AL,25,49,47,7,10,2,0,0,2,4,0,0,9,.213,.229,.255,.484,35,12,2,1,1,0,0,4/D56\
210,Steve\'a0Cishek\\cishest01,28,MIA,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
211,Preston\'a0Claiborne\\claibpr01,26,NYY,AL,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1\
212,Matt\'a0Clark*\\clarkma02,27,MIL,NL,16,31,27,4,5,0,0,3,7,0,0,2,8,.185,.226,.519,.744,99,14,1,0,0,2,2,/3\
213,Maikel\'a0Cleto\\cletoma01,25,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
214,Steve\'a0Clevenger*\\clevest01,28,BAL,AL,35,97,89,8,20,8,1,0,8,0,0,8,19,.225,.289,.337,.626,75,30,5,0,0,0,1,2/3D\
215,Tyler\'a0Clippard\\clippty01,29,WSN,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
216,Alex\'a0Cobb\\cobbal01,26,TBR,AL,4,9,8,0,1,1,0,0,1,0,0,0,2,.125,.222,.250,.472,36,2,0,1,0,0,0,1\
217,Chris\'a0Coghlan*\\coghlch01,29,CHC,NL,125,432,385,50,109,28,5,9,41,7,4,39,81,.283,.352,.452,.804,122,174,5,3,3,2,2,7/9D\
218,Phil\'a0Coke*\\cokeph01,31,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
219,Chris\'a0Colabello\\colabch01,30,MIN,AL,59,220,205,17,47,13,0,6,39,0,2,14,66,.229,.282,.380,.662,85,78,2,1,0,0,1,39D\
220,Gerrit\'a0Cole\\colege01,23,PIT,NL,22,52,46,3,8,0,0,1,2,0,0,2,17,.174,.208,.239,.447,26,11,2,0,4,0,0,1\
221,Louis\'a0Coleman\\colemlo01,28,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
222,Tim\'a0Collins*\\colliti01,24,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
223,Tyler\'a0Collins*\\collity01,24,DET,AL,18,25,24,3,6,0,0,1,4,0,0,1,4,.250,.280,.375,.655,84,9,1,0,0,0,0,/798D\
224,Josh\'a0Collmenter\\collmjo01,28,ARI,NL,32,58,54,2,6,2,0,0,2,0,0,3,15,.111,.158,.148,.306,-14,8,1,0,1,0,0,1\
225,Bartolo\'a0Colon\\colonba01,41,NYM,NL,28,69,62,3,2,1,0,0,0,0,0,0,33,.032,.032,.048,.081,-77,3,0,0,7,0,0,1\
226,Christian\'a0Colon\\colonch01,25,KCR,AL,21,49,45,8,15,5,1,0,6,2,0,3,4,.333,.375,.489,.864,139,22,1,0,1,0,0,4/5D6\
227,Tyler\'a0Colvin*\\colvity01,28,SFG,NL,57,149,139,16,31,10,3,2,18,1,0,8,45,.223,.268,.381,.650,84,53,3,1,0,1,0,7/8\
228,Hank\'a0Conger#\\congeha01,26,LAA,AL,80,260,231,24,51,12,0,4,25,0,2,22,57,.221,.293,.325,.618,79,75,6,2,4,1,0,2\
229,Brooks\'a0Conrad#\\conrabr01,34,SDP,NL,13,34,30,2,3,1,0,1,2,0,0,3,14,.100,.176,.233,.410,18,7,0,0,0,1,0,4\
230,Jose\'a0Constanza*\\constjo01,30,ATL,NL,12,4,4,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/79\
231,Carlos\'a0Contreras\\contrca01,23,CIN,NL,14,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
232,Ryan\'a0Cook\\cookry01,27,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
233,Daniel\'a0Corcino\\corcida01,23,CIN,NL,5,5,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,88,1,0,0,2,0,0,/1\
234,Erik\'a0Cordier\\cordier01,28,SFG,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
235,Carlos\'a0Corporan#\\corpoca01,30,HOU,AL,55,190,170,22,40,6,0,6,19,0,0,14,37,.235,.302,.376,.678,91,64,3,3,1,2,0,2/D\
236,Kevin\'a0Correia\\correke01,33,TOT,MLB,11,11,11,1,3,1,0,0,1,0,0,0,3,.273,.273,.364,.636,79,4,0,0,0,0,0,1\
237,Jarred\'a0Cosart\\cosarja01,24,TOT,MLB,10,24,21,1,4,0,0,0,0,0,0,0,7,.190,.190,.190,.381,8,4,1,0,3,0,0,1\
238,Neal\'a0Cotts*\\cottsne01,34,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
239,Daniel\'a0Coulombe*\\couloda01,24,LAD,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
240,Collin\'a0Cowgill\\cowgico01,28,LAA,AL,106,293,260,37,65,10,1,5,21,4,0,26,74,.250,.330,.354,.684,99,92,4,5,2,0,0,978/D\
241,Zack\'a0Cozart\\cozarza01,28,CIN,NL,147,543,506,48,112,18,5,4,38,7,0,25,79,.221,.268,.300,.568,60,152,13,7,5,0,3,*6\
242,Allen\'a0Craig\\craigal01,29,TOT,MLB,126,505,461,41,99,20,1,8,46,2,1,35,113,.215,.279,.315,.594,67,145,14,7,0,2,0,937/D\
243,Brandon\'a0Crawford*\\crawfbr01,27,SFG,NL,153,564,491,54,121,20,10,10,69,5,3,59,129,.246,.324,.389,.713,104,191,4,2,2,10,10,*6\
244,Carl\'a0Crawford*\\crawfca02,32,LAD,NL,105,370,343,56,103,14,3,8,46,23,6,16,55,.300,.339,.429,.767,118,147,5,6,0,4,0,7\
245,Coco\'a0Crisp#\\crispco01,34,OAK,AL,126,536,463,68,114,21,3,9,47,19,5,66,66,.246,.336,.363,.699,101,168,3,0,1,6,2,*8D\
246,Kyle\'a0Crockett*\\crockky01,22,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
247,C.J.\'a0Cron\\croncj01,24,LAA,AL,79,253,242,28,62,12,1,11,37,0,0,10,61,.256,.289,.450,.739,111,109,10,1,0,0,0,D3\
248,Aaron\'a0Crow\\crowaa01,27,KCR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
249,Nelson\'a0Cruz\\cruzne02,33,BAL,AL,159,678,613,87,166,32,2,40,108,4,5,55,140,.271,.333,.525,.859,137,322,17,5,0,5,8,D79\
250,Tony\'a0Cruz\\cruzto03,27,STL,NL,50,150,135,11,27,5,0,1,17,0,3,13,28,.200,.270,.259,.530,50,35,6,0,2,0,1,2/35\
251,Michael\'a0Cuddyer\\cuddymi01,35,COL,NL,49,205,190,32,63,15,1,10,31,3,0,14,30,.332,.376,.579,.955,148,110,5,0,0,1,0,93/5\
252,Johnny\'a0Cueto\\cuetojo01,28,CIN,NL,32,82,68,3,9,0,0,0,3,0,0,2,20,.132,.157,.132,.289,-17,9,1,0,12,0,0,1\
253,Charlie\'a0Culberson\\culbech01,25,COL,NL,95,233,210,17,41,7,2,3,24,2,2,12,62,.195,.253,.290,.544,43,61,6,5,4,2,2,564/3\
254,Brandon\'a0Cumpton\\cumptbr01,25,PIT,NL,14,20,17,1,2,0,0,0,1,0,0,1,7,.118,.167,.118,.284,-18,2,0,0,2,0,0,1\
255,Chase\'a0d'Arnaud\\darnach01,27,PIT,NL,8,0,0,2,0,0,0,0,0,0,2,0,0,,,,,,0,0,0,0,0,0,/6\
256,Travis\'a0d'Arnaud\\darnatr01,25,NYM,NL,108,421,385,48,93,22,3,13,41,1,0,32,64,.242,.302,.416,.718,105,160,15,2,1,1,5,2/D\
257,Matt\'a0Daley\\daleyma01,32,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
258,John\'a0Danks*\\danksjo01,29,CHW,AL,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,93,1,0,0,0,0,0,1\
259,Jordan\'a0Danks*\\danksjo02,27,CHW,AL,51,132,117,14,26,2,0,2,10,5,3,14,46,.222,.303,.291,.594,72,34,1,0,0,1,1,87/9D\
260,Yu\'a0Darvish\\darviyu01,27,TEX,AL,2,5,5,0,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,63,2,0,0,0,0,0,1\
261,Chris\'a0Davis*\\davisch02,28,BAL,AL,127,525,450,65,88,16,0,26,72,2,1,60,173,.196,.300,.404,.704,96,182,2,9,1,5,9,*35/D\
262,Ike\'a0Davis*\\davisik02,27,TOT,NL,143,427,360,43,84,19,0,11,51,0,4,63,78,.233,.344,.378,.722,104,136,8,0,0,4,3,*3/D\
263,Khris\'a0Davis\\daviskh01,26,MIL,NL,144,549,501,70,122,37,2,22,69,4,1,32,122,.244,.299,.457,.756,106,229,13,10,0,6,0,*7\
264,Rajai\'a0Davis\\davisra01,33,DET,AL,134,494,461,64,130,27,2,8,51,36,11,22,75,.282,.320,.401,.721,103,185,7,5,3,3,0,*78/D\
265,Wade\'a0Davis\\daviswa01,28,KCR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
266,Alejandro\'a0De\'a0Aza*\\deazaal01,30,TOT,AL,142,528,477,56,120,24,8,8,41,17,10,39,119,.252,.314,.386,.700,100,184,7,6,3,3,2,*78/D9\
267,Justin\'a0De\'a0Fratus#\\defraju01,26,PHI,NL,52,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
268,Dane\'a0De\'a0La\'a0Rosa\\delarda01,31,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
269,Eury\'a0De\'a0La\'a0Rosa*\\delareu01,24,ARI,NL,24,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
270,Jorge\'a0De\'a0La\'a0Rosa*\\rosajo01,33,COL,NL,30,67,60,5,9,0,0,0,1,0,0,1,26,.150,.164,.150,.314,-16,9,1,0,6,0,0,1\
271,Rubby\'a0De\'a0La\'a0Rosa\\delarru01,25,BOS,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
272,Jorge\'a0De\'a0Leon\\deleojo02,26,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
273,Jaff\'a0Decker*\\deckeja01,24,PIT,NL,5,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7\
274,Sam\'a0Deduno\\dedunsa01,30,TOT,AL,5,5,5,0,1,1,0,0,0,0,0,0,4,.200,.200,.400,.600,64,2,0,0,0,0,0,1\
275,Jacob\'a0deGrom*\\degroja01,26,NYM,NL,22,53,46,3,10,2,0,0,2,0,0,1,13,.217,.234,.261,.495,43,12,2,0,6,0,0,1\
276,David\'a0DeJesus*\\dejesda01,34,TBR,AL,83,273,238,24,59,15,2,6,19,0,3,30,43,.248,.344,.403,.748,115,96,7,5,0,0,1,D7/8\
277,Steve\'a0Delabar\\delabst01,30,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
278,Randall\'a0Delgado\\delgara01,24,ARI,NL,43,11,9,0,1,0,0,0,0,0,0,0,4,.111,.111,.111,.222,-38,1,0,0,2,0,0,1\
279,Matt\'a0den\'a0Dekker*\\dendema01,26,NYM,NL,53,174,152,23,38,11,0,0,7,7,4,21,34,.250,.345,.322,.667,94,49,1,1,0,0,0,78/9\
280,Ryan\'a0Dennick*\\denniry01,27,CIN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
281,Chris\'a0Denorfia\\denorch01,33,TOT,MLB,121,358,330,36,76,12,4,3,21,9,3,25,70,.230,.284,.318,.602,75,105,6,0,2,1,0,978/D\
282,Daniel\'a0Descalso*\\descada01,27,STL,NL,104,184,161,20,39,11,0,0,10,1,3,20,33,.242,.333,.311,.644,83,50,2,2,1,0,0,465/31\
283,Anthony\'a0DeSclafani\\desclan01,24,MIA,NL,13,11,10,1,1,0,0,0,2,0,0,1,3,.100,.182,.100,.282,-18,1,1,0,0,0,0,1\
284,Ian\'a0Desmond\\desmoia01,28,WSN,NL,154,648,593,73,151,26,3,24,91,24,5,46,183,.255,.313,.430,.743,103,255,17,6,0,3,0,*6\
285,Odrisamer\'a0Despaigne\\despaod01,27,SDP,NL,15,28,24,0,0,0,0,0,0,0,0,1,10,.000,.040,.000,.040,-87,0,0,0,3,0,0,1\
286,Ross\'a0Detwiler\\detwiro01,28,WSN,NL,44,4,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,2,0,0,0,1,0,0,1\
287,Jonathan\'a0Diaz\\diazjo02,29,TOR,AL,23,45,38,3,6,1,0,0,4,1,0,3,14,.158,.256,.184,.440,28,7,1,2,2,0,0,6/4879\
288,Jumbo\'a0Diaz\\diazju03,30,CIN,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
289,Chris\'a0Dickerson*\\dickech01,32,CLE,AL,41,112,98,12,22,4,0,2,6,3,0,12,38,.224,.309,.327,.636,79,32,2,0,2,0,0,79/8D\
290,Corey\'a0Dickerson*\\dickeco01,25,COL,NL,131,478,436,74,136,27,6,24,76,8,7,37,101,.312,.364,.567,.931,141,247,6,1,0,4,6,7/8D\
291,R.A.\'a0Dickey\\dicker.01,39,TOR,AL,4,9,9,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
292,Jake\'a0Diekman*\\diekmja01,27,PHI,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
293,Derek\'a0Dietrich*\\dietrde01,24,MIA,NL,49,183,158,31,36,6,2,5,17,1,0,13,38,.228,.326,.386,.712,99,61,1,10,2,0,0,4/5\
294,Greg\'a0Dobbs*\\dobbsgr01,35,TOT,NL,36,43,41,0,7,1,0,0,2,0,0,1,8,.171,.186,.195,.381,6,8,0,0,0,1,0,/3\
295,Chris\'a0Dominguez\\dominch01,27,SFG,NL,8,18,17,1,1,0,0,1,2,0,0,1,4,.059,.111,.235,.346,-4,4,2,0,0,0,1,/75\
296,Jose\'a0Dominguez\\dominjo01,23,LAD,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
297,Matt\'a0Dominguez\\dominma01,24,HOU,AL,157,607,564,51,121,17,0,16,57,0,1,29,125,.215,.256,.330,.586,65,186,23,5,2,7,2,*5/D\
298,Josh\'a0Donaldson\\donaljo02,28,OAK,AL,158,695,608,93,155,31,2,29,98,8,0,76,130,.255,.342,.456,.798,127,277,16,7,0,4,5,*5/D\
299,Sean\'a0Doolittle*\\doolise01,27,OAK,AL,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
300,Felix\'a0Doubront*\\doubrfe01,26,TOT,MLB,4,8,7,0,1,0,0,0,0,0,0,1,5,.143,.250,.143,.393,13,1,0,0,0,0,0,1\
301,Ryan\'a0Doumit#\\doumiry01,33,ATL,NL,100,166,157,11,31,4,0,5,17,1,0,7,49,.197,.235,.318,.553,55,50,1,1,0,1,1,/79D2\
302,Darin\'a0Downs\\downsda02,29,HOU,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
303,Scott\'a0Downs*\\downssc01,38,TOT,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
304,Brian\'a0Dozier\\doziebr01,27,MIN,AL,156,707,598,112,145,33,1,23,71,21,7,89,129,.242,.345,.416,.762,114,249,8,9,3,8,1,*4\
305,Kyle\'a0Drabek\\drabeky01,26,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
306,Stephen\'a0Drew*\\drewst01,31,TOT,AL,85,300,271,18,44,14,1,7,26,1,1,27,75,.162,.237,.299,.536,50,81,1,0,0,2,3,64/D\
307,Lucas\'a0Duda*\\dudalu01,28,NYM,NL,153,596,514,74,130,27,0,30,92,3,2,69,135,.253,.349,.481,.830,137,247,9,9,0,4,8,*3/D7\
308,Brian\'a0Duensing*\\duensbr01,31,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
309,Danny\'a0Duffy*\\duffyda01,25,KCR,AL,3,7,6,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
310,Matt\'a0Duffy\\duffyma01,23,SFG,NL,34,64,60,5,16,2,0,0,8,0,1,1,14,.267,.302,.300,.602,74,18,1,2,1,0,0,/465\
311,Zach\'a0Duke*\\dukeza01,31,MIL,NL,67,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
312,Adam\'a0Dunn*\\dunnad01,34,TOT,AL,131,511,429,49,94,18,0,22,64,1,1,71,159,.219,.337,.415,.752,115,178,5,7,0,4,5,D3/791\
313,Mike\'a0Dunn*\\dunnmi01,29,MIA,NL,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
314,Jake\'a0Dunning\\dunnija01,25,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
315,Adam\'a0Duvall\\duvalad01,25,SFG,NL,28,77,73,8,14,2,0,3,5,0,0,3,20,.192,.234,.342,.576,63,25,0,1,0,0,0,3/5D\
316,Jarrod\'a0Dyson*\\dysonja01,29,KCR,AL,120,290,260,33,70,4,4,1,24,36,7,22,52,.269,.324,.327,.651,83,85,5,0,6,2,0,8/D7\
317,Sam\'a0Dyson\\dysonsa01,26,MIA,NL,30,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
318,Adam\'a0Eaton*\\eatonad02,25,CHW,AL,123,538,486,76,146,26,10,1,35,15,9,43,83,.300,.362,.401,.763,120,195,4,5,2,2,0,*8\
319,Josh\'a0Edgin\\edginjo01,27,NYM,NL,44,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
320,Jon\'a0Edwards\\edwarjo02,26,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
321,Scott\'a0Elbert*\\elbersc01,28,LAD,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
322,Roenis\'a0Elias*\\eliasro01,25,SEA,AL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
323,A.J.\'a0Ellis\\ellisaj01,33,LAD,NL,93,347,283,21,54,9,0,3,25,0,0,53,57,.191,.323,.254,.577,68,72,15,4,3,4,5,2\
324,Mark\'a0Ellis\\ellisma01,37,STL,NL,73,202,178,15,32,6,0,0,12,4,1,14,38,.180,.253,.213,.466,33,38,0,4,4,2,3,4/35\
325,Jacoby\'a0Ellsbury*\\ellsbja01,30,NYY,AL,149,635,575,71,156,27,5,16,70,39,5,49,93,.271,.328,.419,.747,111,241,9,3,0,7,5,*8/D\
326,Jake\'a0Elmore\\elmorja01,27,CIN,NL,5,12,11,0,2,0,0,0,0,0,0,1,4,.182,.250,.182,.432,24,2,0,0,0,0,0,/64\
