Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos
792,Hank\'a0Conger#\\congeha01,23,LAA,59,197,-4,0,0,-1,3,-1,-0.1,7,6,0.6,.498,.499,0.7,0.2,7,$414000,Amateur Draft,2/D\
793,Scott\'a0Cousins*\\cousisc01,26,FLA,48,58,-5,1,1,4,0,0,0.0,2,2,0.2,.500,.500,-0.3,0.4,-2,$414000,Amateur Draft,9/87\
794,Allen\'a0Craig\\craigal01,26,STL,75,219,13,2,0,2,-2,15,1.6,7,22,2.3,.522,.510,2.1,0.0,20,$414000,Amateur Draft,79/4835\
795,Bobby\'a0Cramer*\\cramebo01,31,OAK,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$414000,Free Agency,/1\
796,Michael\'a0Crotta\\crottmi01,26,PIT,15,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Free Agency,1\
797,Ivan\'a0De\'a0Jesus\\dejesiv02,24,LAD,17,35,-3,0,0,-3,0,-6,-0.7,1,-5,-0.6,.458,.496,-0.3,-0.3,-2,$414000,Amateur Draft,4\
798,Daniel\'a0Descalso*\\descada01,24,STL,148,375,-2,1,1,-7,3,-4,-0.5,12,8,0.7,.497,.497,1.4,-0.5,14,$414000,Amateur Draft,*546\
799,Lucas\'a0Duda*\\dudalu01,25,NYM,100,347,15,-1,0,-12,-5,-2,-0.2,11,9,0.8,.498,.499,2.1,-1.8,21,$414000,Amateur Draft,39/7D\
800,Mike\'a0Dunn*\\dunnmi01,26,FLA,72,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$414000,Traded,1\
801,Jarrod\'a0Dyson*\\dysonja01,26,KCR,26,53,-4,2,0,4,0,3,0.3,2,5,0.5,.510,.502,0.0,0.4,0,$414000,Amateur Draft,8/D\
802,Brad\'a0Emaus\\emausbr01,25,NYM,14,42,-4,0,-1,-3,0,-8,-0.9,1,-7,-0.7,.438,.495,-0.4,-0.3,-4,$414000,Rule 5 Draft,4\
803,Juan\'a0Francisco*\\francju02,24,CIN,31,97,-1,0,0,-1,0,-1,-0.2,3,2,0.1,.495,.499,0.2,-0.1,3,$414000,Amateur Free Agent,5\
804,Freddie\'a0Freeman*\\freemfr01,21,ATL,157,635,13,-4,-2,-2,-9,-4,-0.4,20,16,1.5,.497,.497,1.6,-1.2,18,$414000,Amateur Draft,*3\
805,Brett\'a0Hayes\\hayesbr01,27,FLA,64,144,-1,-1,0,-1,2,-1,-0.1,4,4,0.4,.499,.500,0.5,0.1,5,$414000,Amateur Draft,2/379\
806,Brandon\'a0Hicks\\hicksbr01,25,ATL,17,22,-4,-1,0,0,0,-5,-0.5,1,-4,-0.5,.469,.497,-0.5,0.0,-4,$414000,Amateur Draft,/56\
807,Cedric\'a0Hunter*\\huntece01,23,SDP,6,5,0,0,0,0,0,0,0.0,0,0,0.0,.495,.500,0.0,0.0,0,$414000,Amateur Draft,/8\
808,Brandon\'a0Kintzler\\kintzbr01,26,MIL,9,1,0,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$414000,Free Agency,/1\
809,Michael\'a0Kohn\\kohnmi01,25,LAA,14,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Amateur Draft,1\
810,Sam\'a0LeCure\\lecursa01,27,CIN,43,11,-1,0,0,0,2,1,0.1,0,1,0.1,.501,.500,0.1,0.0,1,$414000,Amateur Draft,1\
811,Josh\'a0Lueke\\luekejo01,26,SEA,25,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Traded,1\
812,Michael\'a0Martinez#\\martimi02,28,PHI,88,234,-11,1,1,0,2,-7,-0.8,7,0,-0.1,.491,.495,-0.1,0.2,0,$414000,Rule 5 Draft,5468/7\
813,John\'a0Mayberry\\maybejo02,27,PHI,104,296,10,0,1,-3,-2,7,0.8,9,16,1.7,.507,.505,1.9,-0.5,19,$414000,Traded,8739\
814,Brent\'a0Morel\\morelbr01,24,CHW,126,444,-10,0,1,2,2,-4,-0.4,17,12,1.2,.496,.497,1.0,0.5,10,$414000,Amateur Draft,*5\
815,Logan\'a0Morrison*\\morrilo01,23,FLA,123,525,11,-2,1,-26,-5,-21,-2.3,16,-4,-0.6,.482,.486,2.1,-3.4,22,$414000,Amateur Draft,*7/3D\
816,Mike\'a0Nickeas\\nickemi01,28,NYM,21,59,-3,0,0,1,1,-2,-0.2,2,0,0.0,.492,.499,-0.1,0.2,-1,$414000,Traded,2\
817,Joe\'a0Paterson\\paterjo01,25,ARI,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Rule 5 Draft,1\
818,Chris\'a0Pettit\\pettich01,26,LAA,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$414000,Amateur Draft,\
819,Michael\'a0Pineda\\pinedmi01,22,SEA,28,5,0,0,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$414000,Amateur Free Agent,1\
820,Aneury\'a0Rodriguez\\rodrian01,23,HOU,43,11,-3,0,0,0,2,-1,-0.1,0,-1,-0.1,.497,.499,-0.1,0.0,-1,$414000,Rule 5 Draft,1\
821,Josh\'a0Rodriguez\\rodrijo05,26,PIT,7,14,-2,0,0,0,0,-2,-0.2,0,-1,-0.1,.476,.499,-0.1,0.0,-1,$414000,Purchased,/64\
822,Mason\'a0Tobin\\tobinma01,23,TEX,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Purchased,/1\
823,Mark\'a0Trumbo\\trumbma01,25,LAA,149,573,8,1,-1,8,-9,8,0.9,21,29,2.9,.505,.505,2.1,-0.1,21,$414000,Amateur Draft,*39/7\
824,Brayan\'a0Villarreal\\villabr02,24,DET,16,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Amateur Free Agent,1\
825,Jordan\'a0Walden\\waldejo01,23,LAA,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Amateur Draft,1\
826,Ryan\'a0Webb\\webbry01,25,FLA,53,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Traded,1\
827,Tom\'a0Wilhelmsen\\wilheto01,27,SEA,25,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$414000,Free Agency,1\
828,Matt\'a0Young*\\youngma02,28,ATL,20,52,-4,0,1,0,-1,-4,-0.4,2,-2,-0.3,.478,.497,-0.3,-0.1,-2,$414000,Amateur Free Agent,/798\
829,Scott\'a0Proctor\\proctsc01,34,2TM,39,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$185440,Free Agency,1\
